agent,episode,seed,score,max_tile,steps,won,first_512,first_1024,first_2048,actions
heuristic,9,202244314,5448,512,383,False,343.0,,,"1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,2,1,1,3,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,2,1,2,1,1,2,1,1,2,1,2,1,0,1,1,1,2,1,1,0,1,0,2,1,0,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1,2,2,1,1,1,0,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,0,2,1,1,2,1,1,1,2,2,1,1,0,1,0,1,2,1,2,1,2,1,1,0,0,1,0,1,1,1,2,2,1,1,1,2,0,2,1,2,1,1,2,1,0,1,1,2,1,1,1,2,1,1,0,1,1,2,1,2,1,2,2,0,1,2,1,2,1,1,1,0,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,0,1,1,2,2,1,2,2,1,1,1,0,1,2,1,0,2,2,1,2,0,1,2,1,1,1,2,1,1,0,1,2,1,2,1,1,1,2,2,1,0,2,1,2,1,1,1,0,1,1,0,1,1,1,1,0,1,2,1,1,2,1,2,1,1,2,1,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,1,0,0,1,1,0,1,1,2,2,2,1,1,2,2,1,1,1,2,1,0,1,0,2,1,1,1,0,1,0,1,2,1,0,1,2,1,0,1,2,1,0,0,1,2,1,2,1,1,2,1,0,1,0,1,1,2,1,1,0,0,2,1,0,1,0,1,1,2,1,0,0,0,1,2,1,1,1,1,0,2,2,2"
heuristic,10,1130604997,4532,256,346,False,,,,"0,1,1,3,1,1,1,0,1,1,0,2,0,1,1,1,2,1,0,1,0,1,0,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,0,1,0,1,1,2,2,2,2,0,1,1,2,1,1,0,2,1,1,1,1,1,0,0,1,0,2,1,0,0,0,1,0,1,1,1,1,1,2,0,1,1,1,1,2,0,1,1,1,1,0,1,2,1,0,1,2,1,2,1,1,2,1,0,3,1,0,2,2,0,2,1,2,2,1,2,1,2,1,1,0,1,0,1,0,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,0,1,1,0,1,0,1,1,1,2,1,1,0,1,1,2,1,1,1,1,0,1,2,1,1,1,2,0,1,2,1,1,0,1,1,0,1,1,1,1,2,1,0,1,0,0,0,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,0,2,1,1,2,0,1,2,1,2,1,2,1,1,2,2,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,0,1,2,1,1,1,1,1,2,1,1,1,0,1,1,0,1,2,1,0,1,1,3,1,2,1,0,1,1,2,1,2,2,2,2,2,2,1,0,1,2,1,2,2,2,0,1,2,2,2,2,0"
heuristic,11,2095133045,2572,256,223,False,,,,"1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,0,2,1,1,0,0,1,0,1,1,1,1,2,1,2,1,0,0,1,1,1,1,2,1,2,2,1,2,1,0,1,2,1,1,0,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,0,1,1,2,1,1,2,1,1,2,1,0,1,1,0,1,1,2,1,0,1,0,0,1,0,0,0,1,2,1,0,0,1,0,1,2,1,1,2,1,1,0,1,0,2,1,1,1,2,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,0,1,1,1,2,1,2,2,1,2,1,0,1,1,1,1,2,2,0,2,1,1,2,2,2,0,1,0,2,1,2,2,2,2,0,1,2,2"
heuristic,12,1580016183,6408,512,434,False,245.0,,,"1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,2,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,2,1,2,2,0,1,0,1,0,1,2,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,1,2,1,1,0,1,1,2,1,1,2,1,1,1,2,1,1,0,1,0,1,1,0,1,1,2,1,1,0,0,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,0,1,2,1,2,1,0,0,1,0,1,1,1,0,1,1,2,1,1,2,1,1,1,2,1,1,0,2,1,2,2,1,1,2,1,2,1,1,2,1,0,0,0,1,0,0,1,2,1,1,0,1,2,1,2,1,2,1,1,2,1,2,0,1,0,0,1,1,0,2,1,0,1,1,2,2,1,1,2,0,2,1,1,2,1,1,0,1,0,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,0,1,2,1,0,1,1,0,1,0,1,1,0,1,1,0,1,2,1,1,1,0,0,1,0,0,0,1,1,0,1,1,2,2,1,0,1,2,1,0,0,1,2,1,0,2,1,0,1,1,2,0,1,2,1,1,2,1,1,1,1,1,2,2,0,2,1,1,2,1,1,0,1,0,0,0,1,2,1,2,2,2,1,1,2,1,1,2,1,1,0,0,0,2,1,0,1,1,0,1,1,1,0,0,1,0,1,2,1,0,1,3,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,0,1,1,1,2,2,1,2,2,2,1,1,1,0,1,1,2,2,0,2,2,1"
heuristic,13,1634535062,5964,512,410,False,276.0,,,"1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,0,0,1,0,1,1,2,1,1,2,1,1,1,1,2,1,0,1,1,1,1,1,0,1,2,2,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,2,1,0,1,1,2,1,1,1,2,1,2,1,1,0,1,0,1,1,2,1,1,1,2,0,1,2,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,1,2,1,2,1,2,1,0,1,1,1,0,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,0,1,0,2,0,2,1,1,0,1,1,1,2,1,1,2,0,1,0,1,1,1,2,1,0,2,1,0,1,1,0,2,1,0,1,2,1,2,1,0,1,2,0,1,2,1,2,0,1,2,1,1,1,1,1,2,2,2,0,0,1,1,0,1,1,0,1,1,1,1,2,1,2,1,1,1,0,1,1,2,1,1,0,1,0,1,1,2,0,1,0,1,1,2,1,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,2,1,2,1,2,1,0,1,0,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,0,1,2,1,0,0,0,0,2,0,1,2,0,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,0,0,1,1,1,1,2,0,2,0,1,1,2,1,0,0,0,1,1,2,1,0,0,0,2,1,0,1,2,1,1,0,2,2,1,2,0,1,0,0,1,1,0,1,0,0,0,1,2,1,0,1,1,0,1,1,2,2,1,1,2"
heuristic,14,1540770719,4060,256,328,False,,,,"1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,0,1,2,0,1,1,2,1,2,1,0,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,0,1,1,0,2,0,1,1,1,1,0,1,2,1,1,0,0,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,2,1,0,1,1,2,2,2,1,1,1,0,2,1,0,0,2,1,1,0,1,1,2,1,2,1,1,1,2,1,1,1,2,1,0,1,1,2,1,1,1,2,2,1,2,2,2,0,2,1,1,1,1,1,2,1,2,0,1,2,1,1,0,1,0,1,0,0,2,1,1,0,1,1,0,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,0,1,2,1,1,0,1,1,0,1,1,1,0,1,1,2,1,1,2,1,1,1,0,2,1,1,0,1,1,2,1,1,0,1,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,0,1,2,1,0,1,2,2,1,1,2,2,1,1,2,0,1,0,1,2,1,0,0,1,2,1,0,0,1,1,2,1,0,0,1,2,1,0,2,1,2"
heuristic,15,1688060240,2764,256,221,False,,,,"1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,3,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,0,1,0,1,2,1,2,1,2,2,1,1,2,2,1,0,0,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,0,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,1,0,1,1,2,1,2,2,2,1,2,1,2,1,2,0,2,1,1,1,1,2,1,1,1,2,1,0,2,0,1,2,1,1,2,1,0,0,1,2,2,2,1,2,1,2,2,1,0,1,2,0,1,1,1,0,0,1,2,2,2,1,1,1,2,0,1,2,1,1,1,1,0,1,0,1,0,1,0,1,1,2,0,1,0,0,0,1,2,0,2,1,0,2,1,2,1,0,1,0,1,1,2,0,1,1,0,1,1,2,0,1"
heuristic,16,1102145672,5488,512,388,False,285.0,,,"1,1,1,1,3,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,2,0,1,1,1,1,0,2,1,0,0,1,2,1,0,1,2,1,0,1,1,2,2,0,1,1,1,0,1,2,1,0,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,2,1,1,2,1,1,2,1,0,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,0,1,1,1,1,2,2,1,0,0,1,1,2,1,2,1,0,1,1,1,0,1,2,2,1,1,1,0,0,1,1,2,1,2,0,2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,0,1,2,1,0,1,1,1,0,0,1,1,1,1,2,1,0,1,0,2,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,2,2,1,0,1,2,0,1,0,0,1,1,2,1,1,1,1,0,1,2,1,0,1,0,1,1,2,1,1,0,1,1,0,1,0,1,1,2,1,1,0,2,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,2,0,1,1,1,0,1,1,2,1,1,2,1,1,0,1,2,1,0,1,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,0,1,1,3,1,0,1,0,1,0,1,0,0,2,2,2"
heuristic,17,275121930,5184,512,361,False,260.0,,,"1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,2,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,1,1,2,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,2,0,1,2,1,2,1,1,1,2,1,1,2,1,0,1,2,2,2,1,0,2,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,2,0,1,2,1,0,1,1,1,1,2,2,2,1,1,0,1,1,1,1,0,1,2,1,2,1,1,1,0,1,0,0,1,0,1,0,1,1,1,2,1,2,1,1,0,0,1,1,1,1,0,1,1,1,1,2,1,2,0,1,2,1,2,1,1,1,1,0,1,1,0,2,1,0,1,2,1,2,1,1,2,2,1,1,1,1,0,0,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,0,2,1,1,2,1,1,2,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,3,1,0,2,1,2,1,0,1,1,1,0,1,2,1,0,0,1,1,2,1,1,0,2,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,2,1,1,2,2,2,2,2,0,1,1,2,2,2"
heuristic,18,1803345590,5804,512,412,False,271.0,,,"1,1,0,1,1,1,0,1,1,2,1,1,1,1,0,1,1,2,1,1,2,1,1,1,0,1,0,1,1,2,1,1,2,1,1,0,1,2,1,2,1,2,0,2,1,1,1,2,1,2,1,2,1,0,0,0,2,1,1,1,2,0,1,1,2,0,1,1,1,2,2,1,2,1,1,2,1,1,0,1,1,0,1,1,1,0,1,2,1,0,0,1,0,1,2,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,2,1,0,2,0,1,1,1,0,1,0,0,1,1,0,1,1,2,1,1,1,1,0,0,2,0,1,2,1,1,2,1,2,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,2,1,0,0,1,1,1,0,1,2,1,1,0,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,2,2,2,1,0,1,1,2,1,0,0,1,2,1,1,2,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,0,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,0,1,2,1,0,1,1,1,0,1,0,0,1,2,1,1,2,1,1,0,2,1,2,1,1,1,2,1,1,1,0,1,1,0,1,1,2,1,2,1,1,1,1,1,0,1,1,1,0,1,2,1,2,1,1,0,1,0,1,0,1,0,0,1,0,1,2,1,2,1,1,0,2,2,2,2,2,2,2,1,0,0,1,0,1,1,2,1,2,2,1,0,1,2"
heuristic,19,967196436,6796,512,443,False,274.0,,,"0,1,1,1,1,1,0,1,2,1,1,2,1,2,0,1,1,1,1,1,2,1,1,1,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,2,1,1,0,1,1,1,2,1,1,3,1,1,1,2,1,0,0,0,0,1,2,1,0,0,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,0,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,0,1,1,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,0,1,1,1,1,1,2,1,1,2,1,0,1,0,0,1,1,0,0,0,1,1,1,2,1,0,1,1,0,1,1,2,0,1,0,1,1,0,2,1,1,1,2,1,2,2,1,0,0,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,0,1,2,1,1,2,1,2,2,1,1,0,1,2,1,1,0,1,1,0,0,0,2,1,0,1,1,2,2,1,0,0,1,2,1,1,1,1,1,1,0,1,2,1,1,0,1,1,0,2,1,1,0,1,1,0,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,0,2,1,1,0,2,1,1,1,2,2,1,1,1,0,1,2,1,0,1,1,0,1,1,1,0,1,1,1,2,1,2,0,2,2,1,0,0,1,1,0,1,0,1,0,0,0,1,2,0,1,1,1,2,1,0,1,1,0,1,1,1,1,0,1,2,1,1,0,1,1,0,1,1,1,1,1,0,2,1,2,1,1,1,0,1,0,1,2,2,2,1,2,2,0,1,2,1,1,1,1,1,2,1,0,2,1,1,1,0,1,2,2,2,1,1,1,1,2,1,1,2,1,2,0"
heuristic,20,1074497555,3444,256,271,False,,,,"1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,1,2,1,0,1,2,1,0,1,0,0,1,2,1,1,0,1,2,1,1,2,1,1,1,1,2,1,2,2,0,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,0,1,1,2,1,1,2,1,1,1,0,0,0,0,2,1,0,1,2,1,2,1,0,2,1,0,1,1,2,2,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,2,1,1,1,0,0,1,2,1,0,1,1,2,2,1,1,2,1,0,2,1,0,1,2,1,1,2,0,2,1,1,0,1,0,0,1,2,1,2,1,2,0,1,0,1,0,1,1,0,1,2,1,1,0,1,2,0,2,1,2,1,2,1,1,2,1,0,1,2,1,2,2,0,2,1,0,1,2,2,0,0,1,1,1,1,1,1,0,1,2,2,1,1,1,1,1,1,1,1"
heuristic,21,796282693,4132,256,340,False,,,,"1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,2,1,1,0,0,1,1,2,0,1,1,0,1,1,0,0,1,1,2,0,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,0,2,1,2,1,2,1,1,0,0,0,2,1,0,1,2,2,1,2,1,1,1,2,1,1,0,1,2,1,1,0,1,2,1,1,2,1,2,1,1,0,1,0,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,0,1,0,0,0,2,1,1,1,1,1,2,1,2,1,2,0,0,1,2,0,0,1,1,1,1,2,1,2,1,0,1,0,1,3,1,1,0,1,1,2,1,1,0,1,2,1,0,1,0,1,2,0,2,1,2,1,2,1,1,0,1,1,2,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,0,1,1,1,0,2,2,1,1,2,1,2,2,2,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,2,1,1,1,0,1,1,2,1,0,1,2,2,1,1,0,2,0,0,1,2,1,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,2,2,2,1,0,1,2,1,0,2,1,1,1,1,2,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,2,1,0,1,1,2,2,0,1,2,1,0,0,1,2,1,2,1,1,0,1,2,2,1,0,2,1,2,1,1,1"
heuristic,22,392022359,6876,512,470,False,285.0,,,"1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,0,1,0,2,0,1,1,1,0,1,1,1,1,1,2,1,0,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1,2,1,1,1,1,2,1,2,1,2,1,1,1,0,1,2,1,0,0,1,1,2,1,1,1,1,2,1,1,1,1,1,0,1,0,2,1,0,1,0,1,2,1,0,1,1,1,1,2,2,1,1,2,1,0,0,0,1,1,2,1,2,1,0,1,0,1,0,1,0,1,2,1,0,1,0,0,1,0,1,1,1,1,1,1,2,1,0,1,1,2,1,1,1,0,1,1,1,1,0,1,0,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,0,1,0,1,2,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,2,1,2,1,1,1,1,0,1,1,2,1,2,1,2,1,1,0,1,1,1,0,1,2,2,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,0,1,1,0,2,1,2,2,0,1,0,1,2,1,0,0,1,0,0,1,1,1,1,2,0,0,1,0,1,2,1,0,2,1,2,1,0,2,1,0,0,1,0,2,2,2,1,0,0,2,2,2,2,1,2,2,1,0,1,1,1,1,2,1,1,0,1,2,1,1,1,0,1,2,1,1,0,1,1,0,1,1,1,2,1,0,1,0,2,0,1,1,2,2,1,2,1,0,0,1,1,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,0,1,1,2,0,1,0,0,0,1,1,1,0,1,2,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,3,1,2,1,0,0,2,1,1,0,1,1,1,2,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,2,1,1,1,1,0,1,2,1,2,0,1,0,2,2,2,2"
heuristic,23,1990212658,11276,1024,691,False,321.0,545.0,,"1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,2,1,0,1,1,2,2,1,2,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,1,1,1,0,1,0,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,3,1,1,0,1,1,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,0,1,1,2,1,2,1,1,2,0,0,2,0,1,1,1,2,1,1,1,1,1,2,1,0,0,1,2,1,1,2,1,1,1,0,1,1,2,1,1,0,0,2,1,1,2,2,1,1,2,0,1,1,2,0,1,0,1,0,0,1,2,2,1,1,1,1,1,0,1,2,1,1,2,0,2,1,1,2,1,0,1,1,1,2,1,0,1,0,0,1,1,2,2,1,2,2,0,2,1,0,1,1,2,1,2,1,1,1,1,1,1,2,1,0,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,0,2,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,0,1,1,1,0,1,2,1,0,1,2,1,0,0,0,2,1,2,2,2,1,2,1,1,0,0,1,0,1,2,2,1,1,2,1,1,1,2,1,2,0,1,0,1,1,1,1,1,0,1,1,2,1,0,1,1,1,0,1,0,2,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,2,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,0,2,1,0,1,2,0,1,0,1,1,1,0,1,2,1,2,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,0,1,0,0,1,1,0,2,1,1,0,1,2,1,1,2,1,1,1,1,2,1,0,2,1,1,2,1,1,1,1,1,2,2,1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,0,2,0,1,1,0,1,0,1,1,0,2,1,1,1,2,1,2,0,1,0,1,2,1,1,0,1,2,2,2,2,2,2,0,1,0,1,1,2,1,0,0,1,2,1,2,1,2,2,1,1,1,2,1,2,1,0,2,1,1,0,2,1,1,2,2,1,1,1,1,2,2,1,1,1,0,1,0,1,2,1,1,1,0,0,1,1,1,1,0,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,1,2,0,1,1,0,1,1,0,0,0,2,2,2,1,0,1,0,1,1,2,0,1,0,1,0,1,2,1,0,1,0,0,1,0,1,0,2,2,1,0,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,1,0,1,0,1,0,1,0,1,0,1,2,2,2,2"
heuristic,24,1678403330,1372,128,143,False,,,,"1,1,1,0,1,0,1,0,1,2,0,1,1,0,1,0,1,0,1,1,1,1,0,1,2,1,1,1,0,0,1,0,1,1,1,1,1,2,1,0,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,0,1,0,0,1,1,1,2,1,2,1,1,1,2,0,1,1,1,1,1,1,2,1,1,0,0,0,1,0,1,2,1,1,0,1,0,1,0,2,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,1,2,1,2,2,2,2,2"
heuristic,25,1382689815,1424,128,145,False,,,,"1,1,2,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,3,1,1,1,1,1,0,2,1,1,0,1,1,0,0,0,0,2,1,1,2,1,2,1,1,2,0,1,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,2,1,2,1,1,2,1,1,0,2,1,1,2,1,1,1,1,1,0,1,2,2,1,2,0,1,2,0,2,1,2,0,1,2,2,0,1"
heuristic,26,864178266,2660,256,230,False,,,,"0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,1,1,2,0,1,1,0,0,1,1,1,1,2,1,1,0,1,0,1,2,0,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,0,0,1,1,1,1,2,2,1,1,0,1,1,1,1,0,1,0,1,0,1,2,1,1,0,1,1,1,1,2,1,0,0,1,0,2,1,0,1,0,0,1,1,0,1,1,1,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2,1,1,2,1,0,1,1,2,1,1,0,0,1,1,1,0,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,1,2,0,1,0,0,2,1,0,1,0,0,1,0,0,0,1,0,2,2,2,2,1,0,0,1,0,0,1,1,2,2,1,0,1,0,2,2,2,1,2"
heuristic,27,1766867109,3328,256,273,False,,,,"1,1,1,1,1,2,1,1,0,1,0,1,1,1,0,1,1,0,2,0,1,0,1,1,1,0,1,2,1,1,2,1,1,2,1,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1,0,1,0,1,1,1,2,1,0,1,0,1,2,0,1,1,0,2,1,1,1,0,1,0,1,2,1,2,1,1,0,1,1,2,1,1,1,1,0,0,1,1,1,2,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,2,1,1,2,1,0,0,0,1,1,0,2,0,1,1,0,0,1,0,2,1,0,1,1,1,1,2,1,2,1,2,1,0,1,0,0,1,2,1,2,1,1,1,1,2,2,1,0,1,1,1,1,1,1,0,1,1,0,2,1,0,1,1,1,2,0,2,1,1,0,0,1,0,1,1,1,1,2,1,0,1,1,0,3,1,1,0,1,1,0,1,1,2,1,0,1,2,2,1,2,1,2,1,1,1,1,1,0,2,1,0,1,1,2,1,1,2,1,2,1,0,1,0,1,2,1,0,1,1,1,2,2,1,2,2,0,1,1,2,2,2,1,2"
